,Sex,Age,Debt,Years employed,Prior default,Employed,Credit score,Drivers Licence,Income,Approved,Married__l,Married__u,Married__y,Bank Costumer__g,Bank Costumer__gg,Bank Costumer__p,Citizen__g,Citizen__p,Citizen__s
551,1,48.33,12.0,16.0,1,0,0.0,0,0.0,1,0,1,0,1,0,0,0,0,1
552,1,76.75,22.29,12.75,1,1,1.0,1,109.0,1,0,1,0,1,0,0,1,0,0
553,1,51.33,10.0,0.0,1,1,11.0,0,1249.0,1,0,1,0,1,0,0,1,0,0
554,1,34.75,15.0,5.375,1,1,9.0,1,134.0,1,0,1,0,1,0,0,1,0,0
555,1,38.58,3.335,4.0,1,1,14.0,0,1344.0,1,0,1,0,1,0,0,1,0,0
556,0,22.42,11.25,0.75,1,1,4.0,0,321.0,1,0,0,1,0,0,1,1,0,0
557,1,41.92,0.42,0.21,1,1,6.0,0,948.0,1,0,1,0,1,0,0,1,0,0
558,1,29.58,4.5,7.5,1,1,2.0,1,0.0,1,0,1,0,1,0,0,1,0,0
559,0,32.17,1.46,1.085,1,1,16.0,0,2079.0,1,0,1,0,1,0,0,1,0,0
560,1,51.42,0.04,0.04,1,0,0.0,0,3000.0,1,0,1,0,1,0,0,1,0,0
561,0,22.83,2.29,2.29,1,1,7.0,1,2384.0,1,0,1,0,1,0,0,1,0,0
562,0,25.0,12.33,3.5,1,1,6.0,0,458.0,1,0,1,0,1,0,0,1,0,0
563,1,26.75,1.125,1.25,1,0,0.0,0,5298.0,1,0,1,0,1,0,0,1,0,0
564,1,23.33,1.5,1.415,1,0,0.0,0,200.0,1,0,1,0,1,0,0,1,0,0
565,1,24.42,12.335,1.585,1,0,0.0,1,0.0,1,0,1,0,1,0,0,1,0,0
566,1,42.17,5.04,12.75,1,0,0.0,1,0.0,1,0,1,0,1,0,0,1,0,0
567,0,20.83,3.0,0.04,1,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
568,1,23.08,11.5,2.125,1,1,11.0,1,284.0,1,0,1,0,1,0,0,1,0,0
569,0,25.17,2.875,0.875,1,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
570,1,43.08,0.375,0.375,1,1,8.0,1,162.0,1,0,0,1,0,0,1,1,0,0
571,0,35.75,0.915,0.75,1,1,4.0,0,1583.0,1,0,1,0,1,0,0,1,0,0
572,1,59.5,2.75,1.75,1,1,5.0,1,58.0,1,0,1,0,1,0,0,1,0,0
573,1,21.0,3.0,1.085,1,1,8.0,1,1.0,1,0,0,1,0,0,1,1,0,0
574,1,21.92,0.54,0.04,1,1,1.0,1,59.0,1,0,0,1,0,0,1,1,0,0
575,0,65.17,14.0,0.0,1,1,11.0,1,1400.0,1,0,1,0,1,0,0,1,0,0
576,0,20.33,10.0,1.0,1,1,4.0,0,1465.0,1,0,1,0,1,0,0,1,0,0
577,1,32.25,0.165,3.25,1,1,1.0,1,8000.0,1,0,0,1,0,0,1,1,0,0
578,1,30.17,0.5,1.75,1,1,11.0,0,540.0,1,0,1,0,1,0,0,1,0,0
579,1,25.17,6.0,1.0,1,1,3.0,0,0.0,1,0,1,0,1,0,0,1,0,0
580,1,39.17,1.625,1.5,1,1,10.0,0,4700.0,1,0,1,0,1,0,0,1,0,0
581,1,39.08,6.0,1.29,1,1,5.0,1,1097.0,1,0,1,0,1,0,0,1,0,0
582,1,31.67,0.83,1.335,1,1,8.0,1,3290.0,1,0,1,0,1,0,0,1,0,0
583,1,41.0,0.04,0.04,0,1,1.0,0,0.0,1,0,1,0,1,0,0,0,0,1
584,1,48.5,4.25,0.125,1,0,0.0,1,0.0,1,0,1,0,1,0,0,1,0,0
585,1,32.67,9.0,5.25,1,0,0.0,1,0.0,1,0,0,1,0,0,1,1,0,0
586,0,28.08,15.0,0.0,1,0,0.0,0,13212.0,1,0,0,1,0,0,1,1,0,0
587,1,73.42,17.75,0.0,1,0,0.0,1,0.0,1,0,1,0,1,0,0,1,0,0
588,1,64.08,20.0,17.5,1,1,9.0,1,1000.0,1,0,1,0,1,0,0,1,0,0
589,1,51.58,15.0,8.5,1,1,9.0,0,0.0,1,0,1,0,1,0,0,1,0,0
590,1,26.67,1.75,1.0,1,1,5.0,1,5777.0,1,0,0,1,0,0,1,1,0,0
591,1,25.33,0.58,0.29,1,1,7.0,1,5124.0,1,0,1,0,1,0,0,1,0,0
592,1,30.17,6.5,3.125,1,1,8.0,0,1200.0,1,0,1,0,1,0,0,1,0,0
593,1,27.0,0.75,4.25,1,1,3.0,1,150.0,1,0,1,0,1,0,0,1,0,0
594,1,23.17,0.0,0.0,0,0,0.0,0,0.0,1,0,1,0,1,0,0,0,1,0
595,1,34.17,5.25,0.085,0,0,0.0,1,6.0,1,0,1,0,1,0,0,1,0,0
596,1,38.67,0.21,0.085,1,0,0.0,1,0.0,1,0,1,0,1,0,0,1,0,0
597,1,25.75,0.75,0.25,1,0,0.0,0,23.0,1,0,1,0,1,0,0,1,0,0
598,0,46.08,3.0,2.375,1,1,8.0,1,4159.0,1,0,1,0,1,0,0,1,0,0
599,0,21.5,6.0,2.5,1,1,3.0,0,918.0,1,0,1,0,1,0,0,1,0,0
600,0,20.08,0.125,1.0,0,1,1.0,0,768.0,1,0,1,0,1,0,0,1,0,0
601,1,20.5,2.415,2.0,1,1,11.0,1,3000.0,1,0,1,0,1,0,0,1,0,0
602,0,29.5,0.46,0.54,1,1,4.0,0,500.0,1,0,1,0,1,0,0,1,0,0
603,0,42.25,1.75,0.0,0,0,0.0,1,1.0,0,0,0,1,0,0,1,1,0,0
604,1,29.83,1.25,0.25,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
605,1,20.08,0.25,0.125,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
606,1,23.42,0.585,0.085,1,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
607,0,29.58,1.75,1.25,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
608,1,16.17,0.04,0.04,0,0,0.0,0,0.0,1,0,1,0,1,0,0,1,0,0
609,1,32.33,3.5,0.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
610,1,34.45039898962206,0.04,4.25,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
611,1,47.83,4.165,0.085,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
612,1,20.0,1.25,0.125,0,0,0.0,0,4.0,0,0,0,1,0,0,1,1,0,0
613,1,27.58,3.25,5.085,0,1,2.0,1,1.0,0,0,0,1,0,0,1,1,0,0
614,1,22.0,0.79,0.29,0,1,1.0,0,283.0,0,0,1,0,1,0,0,1,0,0
615,1,19.33,10.915,0.585,0,1,2.0,1,7.0,0,0,1,0,1,0,0,1,0,0
616,0,38.33,4.415,0.125,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
617,1,29.42,1.25,0.25,0,1,2.0,1,108.0,0,0,1,0,1,0,0,1,0,0
618,1,22.67,0.75,1.585,0,1,1.0,1,9.0,0,0,1,0,1,0,0,1,0,0
619,1,32.25,14.0,0.0,0,1,2.0,0,1.0,0,0,0,1,0,0,1,1,0,0
620,1,29.58,4.75,2.0,0,1,1.0,1,68.0,0,0,1,0,1,0,0,1,0,0
621,1,18.42,10.415,0.125,1,0,0.0,0,375.0,0,0,0,1,0,0,1,1,0,0
622,1,22.17,2.25,0.125,0,0,0.0,0,10.0,0,0,1,0,1,0,0,1,0,0
623,1,22.67,0.165,2.25,0,0,0.0,1,0.0,1,0,1,0,1,0,0,0,0,1
624,0,25.58,0.0,0.0,0,0,0.0,0,0.0,1,0,1,0,1,0,0,0,1,0
625,1,18.83,0.0,0.665,0,0,0.0,0,1.0,0,0,1,0,1,0,0,1,0,0
626,1,21.58,0.79,0.665,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
627,1,23.75,12.0,2.085,0,0,0.0,0,0.0,0,0,1,0,1,0,0,0,0,1
628,1,22.0,7.835,0.165,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
629,1,36.08,2.54,0.0,0,0,0.0,0,1000.0,0,0,1,0,1,0,0,1,0,0
630,1,29.25,13.0,0.5,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
631,0,19.58,0.665,1.665,0,0,0.0,0,5.0,0,0,1,0,1,0,0,1,0,0
632,0,22.92,1.25,0.25,0,0,0.0,1,809.0,0,0,1,0,1,0,0,1,0,0
633,0,27.25,0.29,0.125,0,1,1.0,1,108.0,0,0,1,0,1,0,0,1,0,0
634,0,38.75,1.5,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
635,1,32.42,2.165,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
636,0,23.75,0.71,0.25,0,1,1.0,1,4.0,0,0,1,0,1,0,0,1,0,0
637,1,18.17,2.46,0.96,0,1,2.0,1,587.0,0,0,1,0,1,0,0,1,0,0
638,1,40.92,0.5,0.5,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
639,1,19.5,9.585,0.79,0,0,0.0,0,350.0,0,0,1,0,1,0,0,1,0,0
640,1,28.58,3.625,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
641,1,35.58,0.75,1.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
642,1,34.17,2.75,2.5,0,0,0.0,1,200.0,0,0,1,0,1,0,0,1,0,0
643,0,33.17,2.25,3.5,0,0,0.0,1,141.0,0,0,0,1,0,0,1,1,0,0
644,1,31.58,0.75,3.5,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
645,0,52.5,7.0,3.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
646,1,36.17,0.42,0.29,0,0,0.0,1,2.0,0,0,0,1,0,0,1,1,0,0
647,1,37.33,2.665,0.165,0,0,0.0,1,501.0,0,0,1,0,1,0,0,1,0,0
648,0,20.83,8.5,0.165,0,0,0.0,0,351.0,0,0,1,0,1,0,0,1,0,0
649,1,24.08,9.0,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
650,1,25.58,0.335,3.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
651,0,35.17,3.75,0.0,0,1,6.0,0,200.0,0,0,1,0,1,0,0,1,0,0
652,1,48.08,3.75,1.0,0,0,0.0,0,2.0,0,0,1,0,1,0,0,1,0,0
653,0,15.83,7.625,0.125,0,1,1.0,1,160.0,0,0,1,0,1,0,0,1,0,0
654,0,22.5,0.415,0.335,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
655,1,21.5,11.5,0.5,1,0,0.0,1,68.0,0,0,1,0,1,0,0,1,0,0
656,0,23.58,0.83,0.415,0,1,1.0,1,11.0,0,0,1,0,1,0,0,1,0,0
657,0,21.08,5.0,0.0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
658,1,25.67,3.25,2.29,0,1,1.0,1,21.0,0,0,1,0,1,0,0,1,0,0
659,0,38.92,1.665,0.25,0,0,0.0,0,390.0,0,0,1,0,1,0,0,1,0,0
660,0,15.75,0.375,1.0,0,0,0.0,0,18.0,0,0,1,0,1,0,0,1,0,0
661,0,28.58,3.75,0.25,0,1,1.0,1,154.0,0,0,1,0,1,0,0,1,0,0
662,1,22.25,9.0,0.085,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
663,1,29.83,3.5,0.165,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
664,0,23.5,1.5,0.875,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
665,1,32.08,4.0,1.5,0,0,0.0,1,0.0,0,0,0,1,0,0,1,1,0,0
666,1,31.08,1.5,0.04,0,0,0.0,0,0.0,0,0,0,1,0,0,1,0,0,1
667,1,31.83,0.04,0.04,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
668,0,21.75,11.75,0.25,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
669,0,17.92,0.54,1.75,0,1,1.0,1,5.0,0,0,1,0,1,0,0,1,0,0
670,1,30.33,0.5,0.085,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
671,1,51.83,2.04,1.5,0,0,0.0,0,1.0,0,0,0,1,0,0,1,1,0,0
672,1,47.17,5.835,5.5,0,0,0.0,0,150.0,0,0,1,0,1,0,0,1,0,0
673,1,25.83,12.835,0.5,0,0,0.0,0,2.0,0,0,1,0,1,0,0,1,0,0
674,0,50.25,0.835,0.5,0,0,0.0,1,117.0,0,0,1,0,1,0,0,1,0,0
675,0,29.5,2.0,2.0,0,0,0.0,0,17.0,0,0,0,1,0,0,1,1,0,0
676,0,37.33,2.5,0.21,0,0,0.0,0,246.0,0,0,1,0,1,0,0,1,0,0
677,0,41.58,1.04,0.665,0,0,0.0,0,237.0,0,0,1,0,1,0,0,1,0,0
678,0,30.58,10.665,0.085,0,1,12.0,1,3.0,0,0,1,0,1,0,0,1,0,0
679,1,19.42,7.25,0.04,0,1,1.0,0,1.0,0,0,1,0,1,0,0,1,0,0
680,0,17.92,10.21,0.0,0,0,0.0,0,50.0,0,0,1,0,1,0,0,1,0,0
681,0,20.08,1.25,0.0,0,0,0.0,0,0.0,0,0,1,0,1,0,0,1,0,0
682,1,19.5,0.29,0.29,0,0,0.0,0,364.0,0,0,1,0,1,0,0,1,0,0
683,1,27.83,1.0,3.0,0,0,0.0,0,537.0,0,0,0,1,0,0,1,1,0,0
684,1,17.08,3.29,0.335,0,0,0.0,1,2.0,0,0,1,0,1,0,0,1,0,0
685,1,36.42,0.75,0.585,0,0,0.0,0,3.0,0,0,0,1,0,0,1,1,0,0
686,1,40.58,3.29,3.5,0,0,0.0,1,0.0,0,0,1,0,1,0,0,0,0,1
687,1,21.08,10.085,1.25,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,0,0
688,0,22.67,0.75,2.0,0,1,2.0,1,394.0,0,0,1,0,1,0,0,1,0,0
689,0,25.25,13.5,2.0,0,1,1.0,1,1.0,0,0,0,1,0,0,1,1,0,0
690,1,17.92,0.205,0.04,0,0,0.0,0,750.0,0,0,1,0,1,0,0,1,0,0
691,1,35.0,3.375,8.29,0,0,0.0,1,0.0,0,0,1,0,1,0,0,1,0,0
